mid,standard_question,standard_answer
302,"For a pension plan, you are given:
(i) The salary scale $s_{x}=1+0.05x$ represents the total salary earned between age $x$ and $x+1$
(ii) Salaries are assumed to increase continuously
(iii) Pensions are based on a 3-year final average at retirement age 65
(iv) A plan member has salary rate 50,000 on June 1, 2010
(v) The member's birth date is March 1, 1970
(vi) Salary years run from December 1 to November 30
Calculate the member's final average salary.(The final answer should have 2 decimal places)",69456.07
303,"某养老金计划，参与者年龄x，计划在n年后开始支付终身年金，采用恒定利率\( i \)及CL2020生命表。已知当非负整数\( k \)满足\( k < \frac{n}{2} \)时，累积精算负债满足\( {}_{k}{V}_{x:\overline{n|}} = \frac{1}{6} \)，且年金现值满足：
\[
{\ddot{a}}_{x:\overline{n|}} + {\ddot{a}}_{x + {2k} : \overline{n - {2k}|}} = 2{\ddot{a}}_{x + k : \overline{n - k}|}
\]
求在时间k的精算负债\( {}_{k}{V}_{x + k : \overline{n - k}|} \)的值。（结果保留1位小数）",0.2
304,"A group of 400 independent individuals age (45) each purchases a whole life insurance of 1000. You are given:

(i) Mortality follows the Modified Ultimate Life Table (extract for age 45):

\[
\begin{array}{c|c|c}
x & A_x & {}^{2}A_x \\
\hline
45 & 0.12106 & 0.02347 \\
\end{array}
\]

(ii) \( i = 0.05 \)

(iii) The fund is established as a single payment at policy inception.

(iv) Expenses are ignored.

Using the normal approximation, calculate the size of the fund needed so that there is a 95% probability that the fund will be adequate to pay all benefits.(The final answer must be an integer)",51513
305,"For a whole life insurance of 1000 on (65):
(i) Benefits are paid at the end of the half-year of death.
(ii) Mortality follows a life table where \( l_{65} = \mathbf{100,000} \) and \( l_{75} = \mathbf{34,610} \), and the force of mortality is constant between integral ages.
(iii) \( i = 0.05 \).
(iv) \( Z \) is the present value random variable for the insurance.
Calculate \( \Pr \left( Z < 600 \right) \).(The final answer should have 4 decimal places)",0.3461
306,某企业在 50 岁雇员入职时设立一项退休福利计划，若雇员于退休前死亡，则于死亡年年末支付抚恤金100000元；若雇员生存至80岁（即30年末），将获得全额退休金100000元。年利率为 \( {0.08} \)，适用生命表 \( l_x = 1000 \times \left( 1 - \frac{x}{105} \right) \)（\( x \) 为整数年龄，\( 0 \leq x \leq 105 \)）。该计划的精算现值为多少元？（结果保留2位小数）,24985.85
307,"某员工在年初加入养老金计划时年龄刚满30岁,其上一年的年薪为18000元,该年薪预计每年以8%的比例增加。根据养老金计划,该员工须于每年末将当年的年收入扣除10000元后的剩余部分的30%作为捐纳金向养老金计划供款。该员工需满71岁时才可退休，供款持续至退休前一年末（共41次供款）。已知以下生命表适用于该员工从30岁起的生存概率：

| 年龄x | \(l_x\) |
|-------|------------|
| 30 | 1.0000 |
| 31 | 0.9800 |
| 32 | 0.9604 |
| ... | ...（递减至70岁） |
| 70 | \(0.98^{40}\) |
| 71 | \(0.98^{41}\) |

利率\(i = 6\%\)。则该员工所缴纳之捐纳金到退休时的累积值为多少元？
（结果保留整数）",1954267
308,"对于某保险公司的家财险具有如下信息：
(1) 对于未投保车险的客户，家财险的损失额随机变量数学期望为 10 单位，方差为 2500 单位；
(2) 对于已投保车险的客户，家财险的损失额数学期望为 700 单位，方差为 16000 单位（含500 单位免赔额）；
(3) 随机选取一个 10 人团体，其中已投保车险的人数 \( N \) 服从 \( N \sim B(10, 0.01) \)，每个个体投保车险为独立事件。
设 \( P \) 为该团体的总保费（按 \( E(S) + 0.1\sigma_S \) 计算），\( Q \) 为未投保车险的 10 人团体总保费，求 \( P - Q \)。 （结果保留1位小数）",80.3
309,一份生存保险保单规定，被保险人在保单生效后第1年末至第5年末，每年末若生存则获得生存保险金，金额依次为20605元、18284元、15963元、13642元、11321元。假设年实际利率为6%，计算该保单的趸缴纯保费为多少元。（结果保留2位小数）,68378.59
310,"Automobile insurance losses follow a Pareto distribution with parameters $\theta = 1000$ and $\alpha > 1$.

Determine the ratio of the mean excess loss function at $x=2000$ to the mean excess loss function at $x=1000$.(The final answer should have 1 decimal places)",1.5
311,"The current price of silver is 40 per troy ounce, and the continuously compounded risk-free interest rate is 6%. You enter into a short position on 3 call options on silver futures, each with 4 months to maturity, a strike price of 34, and an option premium of 6.13. Simultaneously, you enter into a long position on 5 call options on silver futures, each with 4 months to maturity, a strike price of 39, and an option premium of 2.78. All 8 options are held until maturity. Calculate the maximum possible loss for the entire option portfolio.(The final answer should have 2 decimal places)",10.42
312,"You are given the following: 
(i) Each security incident is either a ransomware attack or a data breach. 
(ii) The number of ransomware attacks has a Poisson distribution with a mean of 0.15 per year. Each attack results in a fixed loss of 10,000,000. 
(iii) The number of data breaches has a Poisson distribution with a mean of 0.15 per year. Each breach results in a fixed loss of $23,333,333\tfrac{1}{3}$. 
(iv) Ransomware attacks and data breaches occur independently. 
(v) For each year, the insurer pays the portion of the combined losses from the first two incidents that exceeds 10,000,000. Any subsequent incidents beyond the first two do not affect the payment. 

Determine the insurer's expected annual payments.(The final answer must be an integer rounded to the nearest hundred)",2343500
313,"某养老金计划 1995－2001 年各计划年的养老金支付情况如下表所示，其中1995计划年在2001年年底的未支付养老金负债估计为340千元。

| 计划年 | 进展年0 | 进展年1 | 进展年2 | 进展年3 | 进展年4 | 进展年5 | 进展年6 | 于2001年年底的未支付养老金负债估计 |
|------------|-------------|-------------|-------------|-------------|-------------|-------------|-------------|-------------------------------|
| 1995 | 734 | 862 | 664 | 331 | 247 | 233 | 208 | 340 |
| 1996 | 711 | 769 | 659 | 720 | 488 | 312 | | |
| 1997 | 624 | 760 | 671 | 834 | 669 | | | |
| 1998 | 770 | 805 | 1067 | 1109 | | | | |
| 1999 | 1202 | 1455 | 1670 | | | | | |
| 2000 | 1793 | 2524 | | | | | | |
| 2001 | 2340 | | | | | | | |

假定链梯法的条件满足，试用基本链梯法估计 2001 年年底所需的未支付养老金负债总额（单位：千元）。（结果保留整数）",30822
314,一项 10 年期的连续保险理赔支付，在时刻 \( t \) 的理赔速率为 \( 10 - t \)，假设利息力为 \(\delta = 0.05\)。计算此项理赔在第 10 年末的终值。（结果保留整数，单位：元）,71
315,"对于独立生命(x)和(y)，已知：
(1) \( q_x = 0.05 \)
(2) \( q_y = \mathbf{0.15} \)
(3) 在每一年内死亡服从均匀分布
计算 \(_{\mathbf{0.766}} q_{xy}^{1} \) 为多少。（结果保留4位小数）",0.0361
316,"Medical claim costs follow a two-parameter Pareto distribution with \( \alpha = 2 \) and \( \theta = 10000 \). A disappearing deductible applies where: 
- No deductible is applied when claim cost \( \geq 2000 \) 
- For claim costs between 1000 and 2000, the payment is \( 2(X - 1000) \) 
Calculate the indicated deductible relativity relative to an ordinary deductible of 1000.(The final answer should have 3 decimal places)",1.083
317,"For a special fully discrete critical illness insurance on \( (x) \), you are given: 
(i) Critical illness claims are uniformly distributed over each year of age. 
(ii) 

| k | Net premium at beginning of year \(k\) | Critical illness benefit at end of year \(k\) | Interest rate used during year \(k\) | \(q_{x+k-1}\) | Benefit reserve at end of year \(k\) | 
| :---: | :---: | :---: | :---: | :---: | :---: | 
| 2 | - | - | - | - | 84 | 
| 3 | 18 | 240 | 0.07 | - | 96 | 
| 4 | 24 | 350 | 0.06 | 0.1053 | - | 

Calculate the net premium reserve at the end of 3.5 years. 
(The final answer should have 2 decimal places)",111.52
318,"A homeowner's property is damaged on \( \mathbf{1/1/2000} \), resulting in a property insurance claim. The insurer establishes a reserve, on that date, of 274,000.
You are given
- Repair cost payments will be made for 15 years.
- The repair payments will be 10,000 in 2000, increasing by 10% per year thereafter.
- Additional living expense payments are paid annually as \( P \).
- All payments are discounted at an interest rate of 5% per year to determine the reserve.
- Payments will be made at the end of each year.
Calculate \( P \) .(The final answer should have 1 decimal places)",6949.6
319,某养老金计划成员在25岁时获得一笔初始权益10万元。计划支付规则为：前10年每年年初无条件支付K元，10年之后每年年初支付K元，但仅当成员生存时支付，直至生命终止。已知年利率$i=2.5\%$，$A_{35}=0.3$，$A_{25}=0.25$，$A_{25:\overline{10}|}^1=0.08$（所有A值基于同一终极生命表）。则K等于多少元？（结果保留2位小数）,3962.75
320,"You are given the following for a health insurance portfolio

- Partial Credibility Formula A is based on the methods of classical credibility, with 1,600 expected claims needed for full credibility.
- Partial Credibility Formula B is based on Bühlmann’s credibility formula with a \( K \) of 391.
- One claim is expected during each week of observation.

Determine the largest number of weeks of observation for which Partial Credibility Formula B yields a credibility value at least as large as that from Partial Credibility Formula A.(The final answer must be an integer）",529
321,"Vision claims experience was collected on 6480 policies. There were a total of 9720 claims on these policies. The following table shows the number of vision policies having varying numbers of claims.

| Number of Claims | Number of Policies |
| :---: | :---: |
| 0 | 1282 |
| 1 | 2218 |
| 2 | 1856 |
| 3 | 801 |
| 4 | 235 |
| 5 | 81 |
| 6 or more | 7 |
| Total | 6480 |

Calculate the chi-squared statistic to test if a Poisson model with no predictors provides an adequate fit to the data. Assume all expected counts meet the minimum requirement for the chi-squared test.(The final answer should have 2 decimal places)",86.38
322,"张某在50岁时投保了一份保额111,111.11元的30年定期寿险，保险金于死亡年末赔付。保险公司与再保险公司签订比例再保险合同，自留90%的风险责任。假设生命表为\( l_x = 1000 \times \frac{105 - x}{105} \)，预定利率为8%，求该保单的自留部分趸缴净保费。（结果保留2位小数）",20468.70
323,"For a homeowners insurance policy, losses to the property follow a lognormal distribution with \( \mu = 6 \) and \( \sigma = 3 \).
The policy has a basic limit of 50,000.
The risk load is one-fourth of the standard deviation of the limited loss severity.
Calculate the increased limit factor for a limit of 100,000.(The final answer should have 2 decimal places)",1.45
