mid,standard_question,standard_answer,type
279,"浩浩与小琳是同一家公司的同事，两人约好了今晚一同去欣赏城市夜景。小琳对浩浩过去的感情经历并不知情。出发前，浩浩满怀期待地翻看着手机里为小琳拍摄的照片，脸上洋溢着温柔的笑意。为了营造浪漫氛围，他还特意租下了一辆拉风的敞篷跑车，准备给毫不知情的小琳一个惊喜。就在浩浩收拾妥当准备出门时，他的前女友蕊蕊恰好从他的住所旁经过。两人没有交谈，但蕊蕊的目光敏锐地捕捉到了浩浩手中紧握的手机屏幕上那张显眼的小琳照片，以及他指间晃动的车钥匙。蕊蕊嘴角微扬，露出一丝耐人寻味的冷笑。而此刻，小琳也刚好抵达浩浩家附近，恰巧看到了蕊蕊脸上那意味深长的表情。

你觉得小琳目睹这一幕后，内心会如何感受？

A. 小琳并未在意这偶然的相遇，她觉得蕊蕊只是恰巧路过，表情的异常或许另有原因。
B. 一丝紧张悄然划过小琳心头，但想到即将到来的浪漫约会和浩浩的精心准备，她又忍不住充满期待。
C. 蕊蕊那个明显的冷笑让小琳不由揣测：她是否还对浩浩余情未了？这个念头让小琳感到些许不安和困扰。
D. 眼前的情形让小琳瞬间感到迷惘。她不了解蕊蕊的身份，更无法解读浩浩与蕊蕊之间互动背后的故事，只觉关系扑朔迷离，内心充满困惑。
E. 陈蕾意识到听众少意味着她可以更轻松地发表演讲，这让她很兴奋
F. 听众中有陈蕾的竞争对手，她很兴奋能借此证明自己的实力
G. 这是一场机密会议，坐在下面的都是陈蕾钦佩的大专家
H. 台下的几个人都是陈蕾竞争对手的支持者，她正兴奋地准备用演讲赢得他们的尊重",D,MCQ
280,"在参观一场欧洲中世纪艺术展览时，林娜和张阿姨在导游王的陪同下仔细欣赏展品。当他们驻足于一幅由林娜亲自修复的名画之前时，张阿姨兴奋地赞叹道：“这次修复工作做得真棒，几乎与原作毫无二致！”林娜谦虚地回应道：“谢谢您的夸奖，阿姨，我也为此付出了很多心血。”导游王微笑着点头表示同意：“的确，这件作品的修复过程展现了精湛的技艺与深厚的文化底蕴。现在，让我们前往下一个展区继续参观吧。”

如果有的话，哪句话不合适？

A. 这次修复工作做得真棒，几乎与原作毫无二致！ 
B. 谢谢您的夸奖，阿姨，我也为此付出了很多心血。 
C. 的确，这件作品的修复过程展现了精湛的技艺与深厚的文化底蕴。现在，让我们前往下一个展区继续参观吧。 
D. 没有人说不该说的话。 
E. 我这周三有个安排，咱们一起去吧。 
F. 哦，这周三我可能要和朋友们出去，我们计划打一场篮球赛。 
G. 听起来你挺忙的。 
H. 有不合适的句子。",D,MCQ
281,"刘强、陈辉与林悦均服务于同一家公司。近期，由于公司推行一项新政策，办公区域内部浮现了明显的意见对立。陈辉和林悦分别成为支持和反对阵营的代表人物，而刘强的身份只是一名普通的基层员工。某日，公司举行了一场轻松的聚会活动，期间刘强无意间听到陈辉在人群中小声谈论新政策的种种益处，另一边林悦也在阐述政策存在的潜在负面效应。聚会的尾声时分，刘强缓步路过林悦的办公桌旁，两人视线瞬间交汇，彼此默然对视片刻后，刘强对林悦投以温和的微笑，随即转身走向陈辉的方向。紧接着，刘强与陈辉举杯相碰以示友好，但他的目光略显游离，似乎在不远处的人群中悄悄寻觅着什么。

林悦目睹刘强的整个行为后，可能会形成何种看法？

A. 林悦可能推断刘强是倾向于支持陈辉观点的。
B. 林悦可能认为刘强在公开场合缺乏表达真实想法的胆量。
C. 林悦可能觉得刘强和陈辉碰杯纯属礼节性社交举动。
D. 林悦或许会萌生轻蔑之意，认为刘强表现出表里不一的行为。
E. 他为赵宇获奖感到高兴，但对赵宇不承认他的贡献感到失望。
F. 他为辩论队赢得比赛感到高兴，但他的努力没有得到回报。
G. 他为赵宇获奖感到高兴，但对自己没有获奖感到失望。
H. 他为辩论队赢得比赛感到高兴，但对赵宇不承认他的贡献感到失望。",C,MCQ
282,"医院里弥漫着消毒水的气味，护士小张在静谧的走廊上温柔地安抚着即将接受手术、情绪紧绷的患者小赵。小赵因为高度恐惧手术过程，内心充满了不安全感，同时反复质疑手术的成功概率。尽管小张深谙这场手术的技术复杂性与潜在高危因素，但她依旧保持亲切的微笑，用稳定而抚慰的口吻鼓励道：“请放心，手术非常简便易行，最终一定会圆满完成的。”那么，小张为什么会说这样的话呢？
 
A. 即使小张对手术顺利进行的可能性私下存有疑虑，她仍然采用这样的表达，旨在帮助小赵建立起对医院整体能力的更深层次信任。 
B. 小张在认真分析后确信这场手术的实际威胁微不足道，她的话语正是出于对医院专业团队和高效流程的牢固信赖。 
C. 小张这样说是为了故意掩饰手术现实中的严峻危险情形，目的在于避免患者由于过度恐慌而可能萌生拒绝手术的念头。 
D. 小张的核心意图是积极缓解小赵内心的巨大压力与不安状态，并致力于维系医患关系的融洽合作氛围，因此她果断选择了具备安抚效果的措辞。
E. 他创建了一个小项目，让老师们参与其中，让他们亲身体验全面教育的价值。
F. 他组织了一场分享会，邀请不同领域的成功人士来分享他们如何从全面教育中受益。
G. 他和老师们一起参加了户外拓展训练，强调团队合作和其他非学术技能的重要性。
H. 他展示了自己在各种课外活动中的成就，证明这些成就与学术无关，但对他的成长有积极影响。",D,MCQ
283,"李悦，这位才华出众的艺术家，在国际声誉斐然的艺术展览中斩获最高奖项。依照常理，她理应感到无限骄傲，但实际她却透露出遗憾之情，这究竟是出于何种原因呢？ 

A. 虽然作品荣获了桂冠，但李悦质疑评审团的公正性。
B. 李悦本意通过此次展览提升自身知名度，然而媒体的报道规模远未达到她所期盼的广泛影响力。
C. 她的导师由于健康原因未能亲临现场。
D. 在展览中，李悦的主要竞争对手同样赢得同等荣誉，让她觉得自己的成就光芒被冲淡。 
E. 她记得。
F. 她不记得。 
G. 南瓜。
H. 灯泡。",C,MCQ
284,"小莉、小蓝和小紫是同学，她们正合作完成一份小组报告。作为组长的小莉，今天需要为三人分派任务分工。她和小蓝之前已暗中约定让小紫承担更多的内容。在讨论中，小莉首先细致地讲解了完成报告所需的技能，接着面对小蓝询问：""小蓝，这个部分不仅关键还颇具挑战性，你有能力处理好吗？"" 小蓝迅速答道：""我手头已有其他部分的任务，进展都超过一半了。"" 就在这时，小紫发现两人的视线都锁定在自己身上，可等了好一会儿也没人开口。

你认为小紫当时的感受最符合以下哪种描述？

A. 小紫因获得关键任务而备感兴奋，并且确信自己能够顺利完成。
B. 小紫觉察到自己被小莉和小蓝有意回避，内心涌起被孤立和边缘化的感受。
C. 小紫瞬间措手不及，完全没料到如此复杂的任务会突然分配给自己。
D. 小紫对小莉和小蓝提前串通以增加自己负担的行为感到恼火。
E. 他表扬小橙待客周到，烹饪的菜肴十分美味。
F. 他认为晚餐的颜色组合宛如一幅绚丽的艺术画作。
G. 他觉得晚餐的香气浓郁得仿佛一幅精美的画卷。
H. 他认为晚餐的色彩设计过于单一乏味。",C,MCQ
285,"虚拟现实（VR）领域正展现出广阔的发展前景。值此机遇之际，李强在社交媒体平台上发布了一条重要动态：其团队即将推出一项突破性的虚拟现实技术，旨在抢占市场先机。作为这支充满朝气的创业团队的核心成员，李强在展望未来的同时，也深知他们可能面临众多挑战与考验。

当李强点击发布按钮的瞬间，他的内心状态是怎样的？

A. 兴奋不已。
B. 惊慌失措。
C. 忐忑不安。
D. 困惑迷茫。
E. 愤怒不已。
F. 饥肠辘辘。
G. 发呆出神。
H. 可爱迷人。",A,MCQ
286,"在工作日期间，小美和她妈妈刚搬进了一所新房子。她们特意去了商场，选购了粉色的窗帘来装点新家。当暖暖的阳光透过窗帘缝隙洒进来时，小美在周二上午小心地将新窗帘挂在了自己的卧室窗户上。挂好之后，她兴奋地对妈妈说：“妈妈，新窗帘看起来真好看，亮亮的粉色让房间都变温柔了。”她妈妈笑着点头回应：“是啊，这柔和的粉色特别适合我们小美的房间，真漂亮。”傍晚时分，小美的好朋友小丽来到新房子里找她玩。一进卧室，小丽的目光就被窗帘吸引了，赞叹道：“哇，这些窗帘真漂亮，颜色和样式都跟你的卧室特别搭！”小美开心地接受了赞美，接着问道：“谢谢小丽。你觉得我房间的其他地方布置得怎么样？”

小丽知道这些窗帘是新的吗？

A. 她知道。
B. 她不知道。
C. 小丽注意到窗帘标签还没拆。
D. 小丽可能觉得小美妈妈更了解新窗帘。
E. 小丽很开心被邀请来参观新房间。
F. 小萱很生气，因为她觉得小刚只给了小芬电影票，没给她。
G. 高兴。
H. 不在乎。",B,MCQ
287,"某周二上午，阳光透过窗户洒入公司办公室，小王意外碰见了小赵。小赵刚被提拔为部门经理，而小王因埋头工作未留意晋升公告，便随口问道：“我听说公司最近在考虑晋升的事，你有没有听到一些相关消息？”小赵模棱两可地回应：“我不太清楚。”正巧这时，经理走了过来，对小赵称赞道：“恭喜你，小赵，你的晋升完全实至名归。”听到这话，小王的脸上瞬时显露出一丝微妙的神情变化。

如果有的话，哪句话不合适呢？

A. 我听说公司最近在考虑晋升的事，你有没有听到一些相关消息？
B. 我不太清楚。
C. 恭喜你，小赵，你的晋升完全实至名归。
D. 没有不合适的句子。
E. 他热情洋溢地与朋友们分享自己在其他国家的旅行经历，着重强调文化差异带来的多样乐趣。
F. 他专门为朋友们设计了一系列关于文化差异的问题，引导大家思考并积极参与解答。
G. 他精心组织了一场辩论会，促进朋友们倾听和理解不同的声音与观点。
H. 他筹办了一场主题演讲，鼓励朋友们聚焦每种文化的积极面，忽略负面部分，并亲切地向每位在场听众赠送了纪念礼物。",B,MCQ
288,"王刚和李丽正满怀期待地筹备学校晚会演出，不料王刚竟彻底忘光了他要表演的舞蹈动作细节。当李丽急切地问道：“我们具体该怎样表演呢？”王刚绞尽脑汁回忆一番，然后脱口而出道：“当然是先左转、再右转，然后奋力跳起来。”

王刚为什么会这样回答呢？

A. 王刚并不想将舞蹈的具体步骤透露给李丽。
B. 王刚已经完全忘记了其舞蹈表演的动作顺序。
C. 王刚存心提供错误指导，有意让表演过程中出现纰漏。
D. 王刚真心实意地相信左转、右转、跳起来是标准的表演流程。
E. 赵强表示愿意为王华的团队提供其他形式的支持，比如技术或物资援助。
F. 赵强说他调整了王华的会议时间，因为那天他要用投影仪，王华可以在其他时间使用。
G. 赵强提议两人一起找一台备用投影仪，以满足双方的需求。
H. 赵强提供技术支持，帮助王华将会议内容转换成数字形式以便在线查看。",B,MCQ
289,"老师刚宣布课间有五分钟的休息时间，小辉的目光投向小俊，眼神闪烁，隐隐透着不安。小俊正被手中的漫画世界吸引着全部心神，完全没有留意到这份注视。小辉目光快速掠过教室里的其他同学，随即垂眼扫了下自己手中紧握的作业本。片刻后他的目光又投向了小俊。这次，小俊抬起头与小辉对视了几秒，随后又低下头继续沉浸在漫画里。小辉视线飞快地扫过讲台上空着的教师座位。当宣告课间结束的铃声急促响起时，小辉又望了小俊一眼。恰在此时，老师快步踏入教室并立即宣布要开始批改作业。话音未落，原本专注于漫画的小俊愕然抬头，瞪大双眼，脸上写满了猝不及防的惊诧。

小辉为何频频将目光投向小俊呢？

A. 小辉望向小俊，意在暗示他老师休息结束后即将收作业批改。
B. 小辉持续留意小俊，是渴望能翻阅小俊手里的那本漫画书。
C. 小辉频频焦虑地注视小俊，是期望小俊能将自己的作业借给他借鉴。
D. 课间休息时，小辉正与小俊交谈嬉戏，他试图通过眼神与小俊交流。
E. 小俊注视小辉是想告诉他老师不会批改作业。
F. 小辉反复观察小俊，源于他内心不情愿将自己的漫画书借给小俊。
G.小俊打算向小辉开口借用作业来抄写。
H. 课间休息期间，小俊虽与小辉一起聊天玩耍，但并未通过注视小辉来向其传达信息。",A,MCQ
